given_name,family_name,gender,birthdate,language,street,postcode,city,country,latitude,longitude,phone_number
Olivie,Martins,female,1970-11-22,fr,avenue Jacques Lebon,36922,Lombard,France,43.023164,1.198166,02 44 94 14 04
Stéphane,Legrand,male,1953-04-30,fr,avenue Valette,44784,Sainte Thierry,France,48.951027,7.565656,0351273092
Élisabeth,Legendre,female,1941-06-11,fr,"3, boulevard Bonnet",73699,Dos Santos,France,4.687551,-53.595942,+33 (0)7 74 33 70 22
Valentine,Blondel,female,1968-01-10,fr,"2, chemin Simone Delaunay",66847,Dupuy,France,49.068861,4.423519,0181027636
Suzanne,Brunet,female,1969-05-20,fr,"4, avenue Fernandes",94803,Diallo,France,4.183502,-51.73079,+33 5 56 70 19 91
Auguste,Boyer,male,1990-07-16,fr,chemin de Thierry,91119,Leroux,France,47.801556,6.826166,+33 4 82 88 17 31
Nathalie,Menard,female,1951-01-28,fr,"600, rue Potier",69448,Hoareau,France,47.296891,4.984999,0372845063
Bertrand,Guyot,male,1976-09-02,fr,"92, boulevard de Bouchet",64909,BourdonBourg,France,47.309853,1.996038,02 19 00 82 01
Bertrand,Verdier,male,1992-05-17,fr,avenue Pineau,13981,Saint Guillaume-sur-Mer,France,50.075336,1.564709,+33 (0)2 97 96 51 87
Bernadette,Robin,female,2006-08-29,fr,"7, rue de Garnier",74186,BlancVille,France,47.143891,-1.16913,04 89 61 43 10
Pauline,Paris,female,1976-06-02,fr,"69, chemin de Jourdan",20510,Vidal,France,2.333387,-54.024729,+33 5 35 21 47 39
Luc,Gimenez,male,1985-12-26,fr,"97, boulevard de Toussaint",59914,Saint Emmanuel-sur-Mer,France,45.432597,-0.508007,+33 (0)5 49 26 34 79
Bertrand,Lenoir,male,1940-01-13,fr,"579, rue Rousset",78781,Perrin,France,43.781096,5.651551,0371066408
Noël,Mary,male,1994-11-28,fr,"12, boulevard de Perrier",80771,Gonzalez,France,46.713774,0.836055,+33 (0)4 90 99 66 97
Catherine,Fontaine,female,1956-03-14,fr,"90, rue de Valentin",66643,Sanchez,France,47.86365,1.201448,+33 (0)3 60 53 97 62
Bertrand,Ledoux,male,1985-12-24,fr,"3, rue Delmas",02971,RegnierVille,France,48.34128,-2.813487,06 62 59 30 51
Thibaut,Bodin,male,1959-12-12,fr,"74, avenue Paul Jourdan",13292,Sainte Madeleine,France,44.122386,-1.30646,+33 (0)7 34 11 76 35
Roland,Maillard,male,1943-06-29,fr,"351, avenue de Perrier",54792,Rivière,France,47.908981,1.309923,0254065237
Stéphane,Nguyen,male,1996-04-11,fr,"8, chemin Guy Caron",71884,Carre,France,49.279164,0.591456,0218029108
Thierry,Tessier,male,1973-07-04,fr,"9, rue Sylvie Roger",26143,Lopes,France,47.091104,-0.441006,+33 (0)5 36 06 01 76
Laurent,Nguyen,male,1939-03-27,fr,"7, avenue Lagarde",97675,De Oliveiradan,France,47.541793,4.506809,05 57 93 28 79
Pauline,Chevallier,female,1998-07-22,fr,"10, avenue Raymond",87512,Sainte Jacques,France,3.174624,-52.69886,+33 (0)2 43 53 64 78
Françoise,Bourdon,female,2002-07-20,fr,"2, boulevard Bruneau",97392,Vincentdan,France,45.820589,1.789755,+33 (0)3 55 92 33 85
Élodie,Louis,female,1944-08-22,fr,"8, boulevard Lucie Devaux",30329,Saint Martinnec,France,47.766162,3.555223,+33 (0)2 54 82 52 85
Antoine,Chevalier,male,1986-12-29,fr,"8, chemin Girard",42620,Gimenez,France,45.845314,-0.330524,0698362752
Céline,Breton,female,1950-04-06,fr,"42, chemin Besnard",45755,Meyernec,France,50.619682,1.552847,+33 5 47 53 39 70
Gérard,Bazin,male,1980-11-30,fr,"81, chemin Adam",94531,Sainte Laure,France,43.824265,2.817841,06 38 31 61 24
Aurélie,Thomas,female,1937-09-21,fr,"626, avenue Émile Deschamps",88329,Da Silva-sur-Vallée,France,44.952198,0.817278,+33 3 87 66 98 05
Claudine,Antoine,female,1947-06-02,fr,"5, avenue de Guichard",87713,Dupont,France,48.132452,0.15429,+33 8 01 73 99 30
Noël,Pierre,male,1992-07-05,fr,"174, chemin Perrot",47556,Saint Guy,France,47.041103,2.370794,+33 2 97 81 04 44
Guillaume,Breton,male,1963-10-04,fr,"2, avenue de Cousin",02209,Sainte Renée,France,43.704213,5.067892,0434765674
Jean,Gros,male,1991-08-06,fr,"353, rue Grégoire",36711,Ledoux,France,44.58774,4.376212,+33 5 81 62 67 27
Emmanuel,Baron,male,1982-10-20,fr,avenue Lacroix,24410,Guillou,France,43.835177,7.308112,05 57 60 35 14
Roger,Guichard,male,1960-10-13,fr,"802, rue Hoarau",15983,Rodriguesnec,France,48.072886,-1.342491,05 90 40 39 09
Patricia,Jacquet,female,1949-09-14,fr,"16, boulevard Aubry",56655,Fournierboeuf,France,45.240596,-0.90615,+33 (0)6 99 46 50 35
Antoinette,Bourdon,female,1950-04-24,fr,boulevard de Pottier,97287,Peltier,France,46.823598,0.298938,04 71 07 14 37
Antoine,Roy,male,1987-10-08,fr,"454, boulevard Benoit",45808,Bouvetboeuf,France,48.246457,3.978879,0469275027
Odette,Henry,female,1988-10-14,fr,"80, chemin de Leconte",94700,Roger,France,47.206191,0.120096,+33 4 11 65 23 10
Célina,Allard,female,1948-06-03,fr,"30, boulevard Hamel",20287,Chevallier-sur-Besnard,France,48.766214,-3.235248,+33 (0)3 20 86 11 90
Alexandria,Hebert,female,1959-02-26,fr,avenue Roland Gonzalez,34183,Lemonnier,France,2.750787,-53.993749,04 69 71 69 47
Jérôme,Raynaud,male,1955-06-09,fr,"52, avenue Pruvost",37209,Boulay,France,45.945259,-0.41139,0533352887
Jean,Cousin,male,1944-01-21,fr,"563, chemin Paris",37194,Bouvetnec,France,44.91876,4.401708,05 33 97 28 59
Édith,Aubert,female,1947-05-29,fr,"69, rue de Chauveau",60563,Reynaud,France,45.15197,5.94917,0248316084
Maryse,Dufour,female,1957-12-11,fr,"82, avenue Emmanuelle Gomes",11918,Sainte Zacharie,France,46.229534,0.447681,+33 (0)2 85 08 59 43
Amélie,Traore,female,2005-01-03,fr,"67, rue Édouard Fernandes",72281,Laurent-la-Forêt,France,47.054615,-0.39339,+33 2 51 12 47 90
Olivier,Louis,male,1994-02-09,fr,"95, chemin de Hamon",83670,Lesage,France,45.592828,4.555867,+33 (0)5 17 56 60 81
Olivie,Dijoux,female,1940-03-26,fr,"95, boulevard de Marie",51362,Sainte Augustinnec,France,47.708556,-2.589586,04 97 21 52 68
Luc,Coulon,male,1971-11-01,fr,"81, avenue de Marques",46549,Didier,France,49.049263,-0.682893,0372717420
Élisabeth,Wagner,female,1974-05-21,fr,"6, chemin de Vallée",97415,Hoareau-sur-Guyot,France,3.765152,-51.921208,05 47 67 51 69
Joséphine,Rossi,female,2006-08-06,fr,"61, boulevard Thibault",56963,Dijoux-la-Forêt,France,44.830164,1.146652,04 71 60 43 52
Isaac,Pruvost,male,1937-02-27,fr,"76, avenue Hugues Leblanc",04267,Lucas-les-Bains,France,48.940999,1.443982,+33 (0)3 10 55 51 88
Laurent,Carlier,male,1937-01-12,fr,"97, rue Antoine Gay",35618,Guyot,France,45.949045,2.209223,+33 5 16 74 21 75
Clémence,Arnaud,female,1969-12-07,fr,"56, chemin Didier",26626,Rossi,France,43.506947,1.001361,+33 (0)4 11 69 76 08
Arnaude,Guérin,female,1960-11-02,fr,chemin de Masson,73739,Lagarde,France,48.862402,3.416789,+33 2 72 67 24 66
Martin,Aubert,male,1936-01-11,fr,"5, avenue Aurélie Perez",60340,Wagner,France,47.442949,3.799773,0327195305
Guy,Guillet,male,2002-03-22,fr,"56, rue Colette Grondin",90992,Imbert,France,47.968757,4.132475,+33 5 90 61 60 56
Océane,Godard,female,1943-01-25,fr,"16, avenue Charles Costa",38301,GautierBourg,France,45.491746,2.876086,+33 (0)2 58 34 04 77
Marianne,Lebreton,female,1968-07-21,fr,"7, avenue Suzanne De Sousa",39492,Carre,France,47.706254,0.080987,+33 5 63 96 00 12
Sylvie,Mahe,female,1936-07-13,fr,"6, rue Monnier",66375,Sainte Agnès-la-Forêt,France,43.107507,-0.54083,+33 1 82 43 18 71
Élise,Laurent,female,1946-12-01,fr,"140, chemin de Leconte",45161,Saint Émilie-la-Forêt,France,48.271932,-2.827959,+33 (0)2 44 75 88 69
Édith,Hamon,female,2000-12-27,fr,"976, avenue Édouard Roy",67144,BuissonVille,France,48.343942,0.031419,0145613130
Valentine,Gomes,female,1952-01-18,fr,chemin Juliette Étienne,13809,Roux-sur-Leconte,France,49.125279,1.74016,05 81 83 24 45
Édouard,Dufour,male,1977-06-01,fr,rue Pereira,76874,Lefèvre,France,43.413573,4.779814,+33 (0)4 78 58 35 86
Aimée,Merle,female,1951-03-11,fr,boulevard de Philippe,97693,Saint DianeBourg,France,47.084385,0.207243,+33 7 90 61 10 68
Aimé,Besson,male,1960-04-01,fr,"30, chemin Bertrand Hardy",89145,Briandboeuf,France,48.556973,-0.063431,+33 1 47 27 17 78
Gérard,Coste,male,1958-06-09,fr,"2, boulevard Gimenez",12422,Bouvetdan,France,47.269132,1.810769,+33 (0)3 66 22 75 62
Denis,Lefebvre,male,1962-10-15,fr,"1, rue Schmitt",81891,Godard,France,47.912673,-3.21001,01 76 61 33 18
Margot,Leduc,female,1967-04-14,fr,"20, rue Édith Rodriguez",93138,Reynaud,France,43.799528,-0.810112,+33 (0)2 43 20 36 99
Nathalie,Poirier,female,1995-04-20,fr,"26, rue Capucine Bouvier",41790,Royer-sur-Bouchet,France,46.997441,0.536619,0673762391
Renée,Tessier,female,1999-03-26,fr,"3, chemin de Fabre",77461,Saint Laurent-sur-Mer,France,48.430607,-0.216165,+33 2 69 65 13 13
Gabriel,Duval,male,1992-07-28,fr,"7, rue Raymond Fleury",39348,FouquetBourg,France,50.29003,1.959717,0357823354
Catherine,Blanchard,female,2003-07-07,fr,"7, chemin Bertrand Couturier",46126,Martin,France,49.554044,0.26966,0587603548
Marthe,Hernandez,female,1946-03-15,fr,boulevard de Roy,60965,Aubry,France,49.047123,0.985479,+33 (0)2 54 42 94 55
Anne,Lombard,female,1983-06-25,fr,"7, avenue Vincent Chartier",01766,Roche,France,47.188455,0.129322,+33 5 45 99 55 36
Marc,Perret,male,1939-10-11,fr,"927, rue Moreau",40999,Leroy,France,49.287297,3.876482,+33 (0)1 80 01 36 81
Susanne,Andre,female,1996-12-30,fr,"692, avenue Loiseau",48313,Blanchet-sur-Marchal,France,43.424841,3.969757,+33 3 69 87 58 42
Manon,Nguyen,female,2003-02-06,fr,"1, chemin Charrier",97257,Saint Suzanne-les-Bains,France,45.247763,0.122488,+33 5 33 00 91 98
Jacques,Leroy,male,2003-01-11,fr,"68, chemin Riou",48377,Sanchez-sur-Maréchal,France,47.560071,1.491586,02 85 74 70 40
Maggie,Benard,female,1950-03-16,fr,chemin de Leroux,52223,Sainte CharlesVille,France,46.808098,-1.414331,0345094443
Emmanuelle,Andre,female,1950-06-19,fr,"4, rue Luc Dijoux",31539,Saint Josette-la-Forêt,France,45.847909,2.432415,+33 (0)1 75 88 12 01
Alfred,Schmitt,male,1950-12-24,fr,boulevard Tristan Pereira,18180,Clémentdan,France,2.338917,-52.773933,+33 1 34 52 71 07
Éléonore,Chrétien,female,1939-03-06,fr,"50, avenue Éléonore Breton",69512,Beckerboeuf,France,47.656723,4.23501,+33 (0)7 62 09 19 82
Claire,Moreno,female,1957-02-18,fr,"309, boulevard Madeleine Grondin",28183,Guyot-les-Bains,France,44.047007,0.701871,06 37 46 75 25
Charles,Marchal,male,1988-10-27,fr,"30, rue Lopez",02109,Sainte Deniseboeuf,France,44.497618,3.643486,0567070964
Margot,Guyot,female,1970-12-04,fr,"29, boulevard Martineau",12428,Schmitt,France,43.032345,2.3263,0581114348
Mathilde,Rocher,female,2006-01-30,fr,"69, rue Foucher",78297,GeorgesBourg,France,43.587486,-0.427129,+33 (0)1 45 32 12 00
Suzanne,Letellier,female,1958-03-08,fr,rue Matthieu Bonneau,23794,Lerouxnec,France,43.180131,-0.830865,0182639938
Adélaïde,Lucas,female,2003-03-22,fr,"64, rue Françoise Laroche",50287,De Oliveira,France,48.779472,1.160666,02 79 39 81 45
Alphonse,Leclercq,male,1991-03-13,fr,boulevard Bertrand Benard,92874,Bourdon-sur-Leconte,France,3.521293,-52.474753,+33 3 63 84 07 17
Aimé,Le Gall,male,1939-01-13,fr,"10, rue Georges Imbert",20132,Andre-sur-Mer,France,47.919405,0.905334,0681456875
Gérard,Le Goff,male,1985-05-15,fr,chemin Dominique Lemoine,50650,Techer-les-Bains,France,2.626031,-53.279401,01 76 41 81 41
Antoinette,Parent,female,1974-01-09,fr,rue Regnier,85241,De Oliveiradan,France,48.482673,-0.352841,02 51 27 22 95
Capucine,Pages,female,1947-06-09,fr,"72, rue de Becker",85203,Guillon,France,47.987107,3.592381,04 69 78 36 06
Alex,Costa,female,2005-01-08,fr,"191, boulevard Lombard",33134,Verdier,France,44.718226,4.785651,0328232096
Josette,Joly,female,1986-04-24,fr,"953, rue de Lacombe",17152,Mahedan,France,45.313586,-0.398856,01 80 19 89 35
Laetitia,Ferrand,female,1978-02-24,fr,"65, chemin de François",71644,Lelièvre,France,44.80647,5.35408,+33 (0)6 30 76 24 20
Cécile,Lefort,female,1997-10-25,fr,"75, rue Odette Hoareau",20916,Pinto,France,46.094862,5.971217,+33 4 77 21 98 02
Guillaume,Jacob,male,1950-01-25,fr,"5, rue François",30828,Boutindan,France,42.87374,2.47152,05 67 89 49 48
Jacques,Dijoux,male,1986-06-18,fr,"32, boulevard de Laurent",15924,Laporte-sur-Charpentier,France,48.095502,-1.847944,0388851422
Suzanne,Boulanger,female,1974-11-19,fr,"114, rue Gilles Maury",93161,Fouquetboeuf,France,49.926789,1.024493,03 44 88 95 86
Jeannine,Marty,female,1958-05-05,fr,"82, rue Laure Leleu",66354,Chartier-sur-Mendès,France,48.071217,-4.449296,+33 6 36 06 91 08
Alain,Pierre,male,1972-11-24,fr,"93, boulevard de Bouvet",57437,Da Costanec,France,45.249,3.652957,0586004948
Margot,Guyon,female,1995-09-09,fr,"9, rue Frédéric Faivre",28215,Denis,France,47.727999,-0.852234,03 57 38 91 03
Corinne,Fontaine,female,1996-09-09,fr,"828, rue Chauvet",50386,Sainte Philippe,France,48.21458,1.913974,+33 (0)4 50 09 61 38
Benjamin,Ollivier,male,1936-07-17,fr,"458, rue de Lemaître",78927,Charrier,France,46.837985,2.892508,04 34 20 12 58
Éléonore,Seguin,female,2003-12-15,fr,"564, chemin Anaïs Faure",74467,Reynaud-sur-Raymond,France,46.789384,2.780875,0590141277
Thérèse,Lefèvre,female,1993-09-27,fr,"342, avenue Odette Dufour",95975,Saint Madeleinedan,France,4.421945,-52.080769,0516309641
Claire,Le Goff,female,1970-04-13,fr,rue Gilles Gosselin,29226,Hoarau,France,47.123919,6.099057,+33 (0)2 76 27 72 06
André,Hamon,male,2007-03-31,fr,"11, avenue Aimé Becker",67534,Raymond,France,49.477055,4.378035,+33 3 82 73 68 62
Yves,Buisson,male,2001-07-18,fr,"41, boulevard Susanne Bourdon",93362,Techer-sur-Marie,France,46.80536,-0.604981,+33 5 87 83 12 53
Josette,Léger,female,1938-06-24,fr,"353, rue de Legrand",61185,Gautier-sur-Bodin,France,43.177304,2.993869,0231534966
Manon,Guillaume,female,1936-04-19,fr,"16, avenue Marc Leroux",75932,JacquesBourg,France,45.100056,5.761589,0635134669
Adrienne,Benoit,female,1958-10-16,fr,"320, rue de Michel",77539,Julien,France,41.867596,9.163767,+33 (0)7 37 06 36 87
Brigitte,Renaud,female,1969-12-20,fr,"2, chemin Diane Grondin",52822,Pages,France,47.594049,2.612088,+33 (0)5 53 41 45 78
Suzanne,Nguyen,female,1979-03-01,fr,"96, avenue Hernandez",61875,Noël,France,44.644223,5.286347,+33 (0)3 90 82 55 86
Aurore,Lefèvre,female,1981-03-13,fr,rue Michelle Garnier,67478,FournierBourg,France,43.41061,-0.60591,+33 (0)3 28 48 15 59
Christiane,Brun,female,1960-02-07,fr,chemin Yves Barthelemy,54222,Fournier-sur-David,France,47.619877,2.583737,+33 (0)6 37 81 44 95
Victoire,Faivre,female,1954-02-12,fr,"603, chemin Thomas",32482,Rousset-sur-Mer,France,43.952401,6.45296,+33 6 95 36 12 99
Aurélie,Blin,female,2001-07-16,fr,"75, rue Frédérique Gillet",24613,Vaillant,France,45.6796,5.875088,02 52 23 44 35
Thibaut,Rolland,male,1996-07-03,fr,"85, chemin Lévy",79725,Lefort,France,43.774944,3.001683,+33 (0)1 48 41 61 13
Emmanuelle,Charles,female,1980-12-02,fr,"10, rue Fleury",52292,BouvetVille,France,49.351104,1.666308,0262898442
Christophe,Rivière,male,1959-01-09,fr,"451, rue Navarro",55438,Masson,France,41.789558,9.319511,0581517688
Philippe,Joseph,male,1977-02-27,fr,"41, boulevard de Sanchez",24509,Morvan-sur-Germain,France,43.327881,2.40676,0456047008
Gilbert,Jacques,male,1966-10-07,fr,"26, rue Pires",50958,Renaultdan,France,43.554362,4.232549,+33 6 36 12 35 38
Grégoire,Fernandez,male,1982-09-28,fr,"5, rue de Collin",03657,Delorme-la-Forêt,France,48.861904,4.710532,+33 (0)4 97 98 40 98
Sophie,Germain,female,2000-12-14,fr,chemin Lévy,97482,Gaillardnec,France,4.020117,-52.840026,+33 6 41 89 12 10
Théophile,Dijoux,male,1949-09-04,fr,"83, chemin Henriette Renault",23375,Saint IsaacBourg,France,42.88546,-0.478008,03 51 53 33 32
Thibaut,Jacquet,male,1954-05-03,fr,"4, chemin de De Oliveira",31467,Saint Aurore,France,41.677609,9.304463,+33 (0)4 65 40 44 85
Frédérique,Roussel,female,1996-09-26,fr,"27, rue Merle",82386,Saint Robert,France,46.854398,1.25302,0276599958
Richard,Weiss,male,1980-10-15,fr,"482, rue Nathalie Duval",29653,Moreno-sur-Rousset,France,47.528594,-0.421951,0231503277
Hugues,Muller,male,1953-06-10,fr,"4, avenue Célina Monnier",43974,Muller,France,44.880263,2.515877,+33 (0)6 35 39 30 41
Bernard,Allain,male,1944-02-27,fr,"76, boulevard Moulin",64234,Guillaume,France,49.511006,0.656772,+33 (0)5 33 00 40 03
Julie,Lucas,female,1984-02-18,fr,"94, chemin Vaillant",74440,Tessier-sur-Andre,France,45.429455,2.424189,+33 (0)3 53 95 97 02
Luc,Rodrigues,male,1976-08-28,fr,"858, boulevard Le Goff",87975,Lagarde-sur-Delmas,France,49.440159,0.66597,0371731926
Andrée,Bègue,female,1989-05-12,fr,"1, rue Pichon",95850,Sainte Christiane,France,50.205244,2.132903,+33 2 62 69 42 37
Bertrand,Lacombe,male,1981-11-07,fr,"908, rue de Raynaud",36712,LaineVille,France,48.04253,7.121969,03 25 61 49 55
Dorothée,Hernandez,female,1953-11-29,fr,boulevard Lefèvre,86379,Saint Renée,France,50.653471,2.995568,+33 (0)4 78 39 92 33
Théophile,Guillot,male,1985-09-07,fr,"72, rue Dubois",57546,Sainte Aimé,France,48.017789,1.70403,0549456325
Guy,Pasquier,male,1987-07-25,fr,"86, chemin de Bailly",13346,Bailly,France,43.274997,3.63096,05 63 76 10 45
Marie,Bailly,female,1965-04-03,fr,rue Benjamin Blanc,05703,Thomas-sur-Mer,France,44.111684,1.778799,02 38 32 52 41
Adrienne,De Oliveira,female,1939-03-07,fr,rue de Gay,64738,Garnier-la-Forêt,France,47.731375,5.74687,+33 4 95 34 82 31
Alexandrie,Torres,female,1944-05-12,fr,rue Christophe Robert,60735,Moulin,France,4.532007,-53.718483,0493842795
Honoré,Petitjean,male,1948-01-16,fr,rue de Gonzalez,29390,LebretonBourg,France,3.252247,-52.478222,+33 2 36 26 55 16
Isaac,Pruvost,male,1954-09-24,fr,"70, boulevard Olivier Guyot",40114,Rossiboeuf,France,45.219176,5.152442,+33 7 33 76 46 04
Arthur,Renault,male,1961-12-24,fr,"116, avenue de Mallet",97638,Gilbert,France,48.940715,1.260513,0223495783
Henri,Bouvet,male,1983-08-08,fr,"253, boulevard Eugène Chartier",24759,Bertrand-sur-Fournier,France,49.176599,-0.567771,+33 (0)5 08 04 23 08
Margot,Picard,female,1984-07-18,fr,"916, chemin Pauline Lacombe",64334,Pineau-sur-Gaudin,France,45.485375,-1.175807,07 91 05 74 91
Noël,Gauthier,male,1961-03-14,fr,"66, chemin Weber",10644,Roux-sur-Mer,France,43.444877,3.215413,03 79 92 40 10
Vincent,Roux,male,1984-10-07,fr,"72, rue Rocher",82808,Wagner,France,48.209515,-3.802811,01 42 77 36 20
Anaïs,Nicolas,female,1976-07-29,fr,"169, rue Rivière",09628,Sainte Susanne,France,48.050343,4.246519,+33 3 29 43 97 06
Célina,Imbert,female,1955-02-06,fr,"63, avenue de Hervé",27508,Bertindan,France,49.429065,0.020982,+33 2 22 09 00 02
Anastasie,Meunier,female,1952-11-27,fr,"12, boulevard Capucine Leleu",97383,Moulin,France,47.194082,1.568929,+33 (0)4 83 73 32 18
Paulette,Lefèvre,female,2005-01-14,fr,"72, avenue de Aubert",60539,Saint Céline-les-Bains,France,46.645481,-1.135249,+33 (0)4 84 18 42 73
Bernard,Robert,male,1955-09-04,fr,"28, rue de Dumont",52797,Pasquier-la-Forêt,France,42.915595,2.614087,+33 (0)1 74 56 66 07
Émile,Maillet,male,2005-11-05,fr,"32, avenue Véronique Thierry",29121,Rey,France,45.454069,6.414849,0532208551
François,Foucher,male,1985-10-15,fr,"387, avenue Verdier",04657,Foucherdan,France,46.925466,3.983931,+33 3 84 19 22 44
Chantal,Moreau,female,1989-03-27,fr,"30, chemin de Loiseau",71770,Saint Margaret,France,46.175082,2.423633,0471217530
Anaïs,Humbert,female,1946-05-20,fr,"93, rue de Boutin",08323,Didier,France,5.355277,-54.182176,02 33 95 19 54
Stéphane,Vallée,male,1961-09-16,fr,"71, boulevard Michelle Turpin",91819,Poirier,France,44.879219,-1.090012,0321221866
Monique,Chevalier,female,1976-08-15,fr,chemin Adèle Le Goff,42768,Schneider-sur-Perrin,France,44.030296,-0.22286,03 81 69 00 60
Sabine,Mary,female,1967-03-03,fr,"495, avenue de Duhamel",66822,Gilbert,France,47.814712,6.110856,0594267934
Audrey,Briand,female,1968-07-23,fr,"71, chemin Le Gall",57516,Le Goff,France,49.319378,0.60759,04 75 43 87 99
Denis,Blanchet,male,1986-05-13,fr,"37, avenue Lopes",90518,BlotVille,France,47.031011,5.36268,0255829172
Lucas,Allain,male,1935-04-12,fr,"205, avenue Joly",97392,Rivière,France,4.396842,-51.798264,0456296837
Gilbert,Chevalier,male,1938-08-18,fr,chemin de Marin,97144,Barbe,France,44.821177,3.062107,+33 6 10 63 37 17
Frédérique,Normand,female,1945-03-05,fr,boulevard de Martins,37754,Blancnec,France,43.993867,7.471631,+33 (0)5 40 58 22 21
Denis,Menard,male,1967-10-19,fr,"208, boulevard de Olivier",66199,Gay,France,49.274418,0.163549,+33 1 55 48 03 69
Jacques,Baudry,male,1943-05-07,fr,"13, boulevard Alain Carpentier",78142,Coste-sur-Robin,France,48.758092,-0.927833,+33 4 76 73 81 60
Suzanne,Germain,female,2000-11-17,fr,"23, rue Delattre",12855,Mendès,France,43.409698,-0.256454,04 58 07 63 01
Manon,Schneider,female,1945-03-05,fr,"76, rue Lesage",64215,Saint Julienboeuf,France,46.477576,0.503027,01 81 48 88 23
Daniel,Hoarau,male,1945-05-24,fr,"784, avenue Bègue",87884,Texier,France,43.609469,-0.928518,06 36 90 64 82
Brigitte,Regnier,female,1965-12-13,fr,"4, chemin Vincent",14469,Devaux,France,4.48952,-51.914213,+33 4 84 88 49 72
Émilie,Robin,female,1943-08-29,fr,"81, avenue Patrick Rodrigues",55359,Alves-sur-Blanchard,France,46.07678,6.114857,02 78 90 93 23
Sébastien,Blanchard,male,1975-12-07,fr,"206, boulevard Amélie Godard",86810,Lenoir,France,41.710989,9.219471,0221862055
Suzanne,Chauveau,female,1985-05-03,fr,"973, rue Benoit",48714,Salmon,France,49.252623,0.666006,03 51 42 72 28
Marine,Georges,female,1986-01-14,fr,avenue de Morvan,38319,Saint Émileboeuf,France,46.008798,-0.335742,+33 3 69 61 70 10
Frédéric,Gaudin,male,1980-05-24,fr,rue de Chartier,60489,Germaindan,France,45.520258,4.345358,+33 2 72 77 20 46
Aimé,Grondin,male,1980-03-17,fr,"37, chemin de Henry",69969,Saint Antoine,France,43.338419,1.499398,0246410270
Luce,Gilles,female,1963-09-30,fr,chemin Christine Delahaye,14686,Bonneau-sur-Mer,France,2.414611,-53.647403,03 56 88 63 33
Denis,Moulin,male,1946-01-31,fr,"26, boulevard Stéphanie Martinez",79494,Hamondan,France,47.214626,-1.096923,0169720659
Grégoire,Millet,male,1952-04-03,fr,"3, rue Édouard Fouquet",61568,Buisson,France,44.712659,6.514013,0468936164
Nicole,Rocher,female,2000-08-22,fr,"810, rue Lemonnier",31488,Saint Margauxdan,France,49.39076,3.336763,04 67 50 24 47
Hugues,Delannoy,male,1975-07-22,fr,"1, rue Grégoire",84209,Sauvage,France,42.967042,0.039985,+33 1 70 40 85 83
Joséphine,Charrier,female,1942-01-27,fr,"276, rue de Bonneau",27815,Saint Jules,France,47.052675,4.655345,0248875298
Adélaïde,Jacques,female,1966-09-06,fr,"82, boulevard Gabrielle Masse",67831,Michel,France,47.31914,2.876482,0524083707
Agathe,Lopes,female,1954-02-03,fr,avenue Henriette Regnier,18976,Saint Martine,France,48.909203,0.210283,+33 (0)4 75 71 15 37
Émile,Regnier,male,1984-03-20,fr,"79, avenue de Boyer",20309,Aubry-sur-Léger,France,2.301177,-53.989083,0250754184
Richard,Léger,male,1959-11-05,fr,"40, chemin Timothée Schneider",43414,Dumas-la-Forêt,France,48.278262,-0.239786,+33 (0)5 58 72 34 31
Philippe,Thibault,male,1975-03-16,fr,boulevard Aubert,47213,Chartier-sur-Laurent,France,48.020707,6.957643,+33 (0)4 74 77 64 52
Alain,Laurent,male,1957-06-03,fr,"86, chemin de Martel",29117,Joly-les-Bains,France,42.988475,2.744897,02 33 16 38 99
Emmanuel,Pottier,male,1954-10-26,fr,"4, boulevard Véronique Coste",45113,Coste,France,43.57133,5.444651,0169727172
Renée,Huet,female,1937-04-20,fr,"8, avenue de Delahaye",18265,Poirier-la-Forêt,France,2.807577,-52.713056,05 35 72 48 42
Étienne,Masson,male,1968-08-06,fr,"79, avenue Pierre",23937,Fouquet,France,45.348985,4.414897,+33 (0)4 44 83 75 19
Laure,Rivière,female,1979-07-27,fr,"885, rue Gilbert Chevallier",45639,Hamon-sur-Labbé,France,43.431615,2.382673,+33 6 99 82 49 03
Andrée,Guillet,female,1955-11-07,fr,"45, rue Delaunay",20774,Lelièvre,France,43.485456,-0.32072,05 62 00 09 11
Xavier,Baron,male,1966-10-29,fr,"48, avenue Suzanne Potier",32111,Menard,France,49.671837,0.481601,+33 1 83 42 98 36
Charlotte,Blin,female,1998-02-16,fr,"38, chemin Roux",81116,Langlois,France,47.888833,0.548322,+33 (0)4 15 93 65 59
Anastasie,Ramos,female,1995-08-06,fr,"46, avenue Charlotte Leblanc",26319,Foucher,France,4.444296,-53.423034,+33 (0)5 82 64 69 26
Georges,Samson,male,1981-04-04,fr,"73, rue Meunier",57689,Le Roux,France,44.625815,6.280256,+33 (0)2 99 98 68 04
William,Goncalves,male,1976-04-19,fr,"831, boulevard Lacroix",01395,Mace-sur-Chauvet,France,43.171767,-0.441078,+33 3 71 11 29 52
Michel,Denis,male,1968-03-10,fr,"133, rue Arthur David",50992,Boutin,France,42.594984,2.54808,0554530799
Luc,Louis,male,1973-04-21,fr,"29, avenue Michaud",05142,Bouvet,France,49.40906,2.150968,01 82 87 60 21
Christiane,Marques,female,1966-06-25,fr,"40, avenue de Samson",78449,Camus,France,48.961753,4.347624,+33 (0)4 43 91 81 29
